houestype,area,unitprice,orientation,floor,zhuangxiucd,estate,region,street,yearbuilt
5室2厅4卫,400.44,39656,南,高层（共32层）,豪华装修,长嘉汇五期,南岸,涂山路,有
3室2厅1卫,98.98,17276,南,中层（共33层）,精装修,鲁能星城六街区,渝北,龙头寺,有
2室2厅1卫,81,11111,南,低层（共18层）,中装修,保利香槟花园B区,渝北,龙头寺,无
2室2厅1卫,84.73,9725,东,高层（共27层）,精装修,龙头景苑,渝北,黄泥磅,2008
5室1厅3卫,199.5,13283,东南,高层（共25层）,毛坯,金科廊桥水岸,江北,海尔路,2008
3室2厅2卫,115,20522,东北,高层（共31层）,精装修,紫御江山,江北,江北嘴,2018
3室2厅2卫,115,14783,北,中层（共32层）,精装修,保利香雪,江北,南桥寺,无
2室2厅1卫,81,14815,南,高层（共30层）,中装修,半山华府,江北,金源路,2014
6室2厅4卫,268.73,18606,南,中层（共42层）,精装修,江北嘴壹号院西苑,江北,江北嘴,无
3室2厅1卫,96.77,9300,南,低层（共34层）,中装修,春语江山,渝中,两路口,无
3室2厅2卫,141.33,10755,南北,高层（共7层）,精装修,半山公馆,九龙坡,六店子,2018
4室2厅3卫,165.11,18170,南北,中层（共27层）,精装修,江北嘴新鸥鹏教育城,江北,江北嘴,2018
3室2厅2卫,99,10000,南北,底层（共7层）,毛坯,光明拾光里MOMΛ,渝北,空港,2022
3室2厅2卫,122.94,12120,南,中层（共18层）,精装修,鲁能星城四街区,渝北,龙头寺,无
5室2厅3卫,349.66,24452,东,底层地上层数（共3层）,精装修,重庆金茂墅,渝北,中央公园,2017
4室2厅2卫,161.78,14217,南,低层（共11层）,精装修,金科天元道砚北B组团,渝北,大竹林,有
2室2厅1卫,81,13210,南,底层（共42层）,中装修,融创凡尔赛领馆三期,渝北,照母山,有
5室2厅3卫,152,15658,南,高层（共5层）,毛坯,绿城春溪雲庐,渝北,中央公园,2022
4室2厅3卫,238.16,15116,西北,中层（共23层）,精装修,棕榈泉悦江国际,渝北,悦来,无
4室2厅2卫,171.35,18734,南,中层（共5层）,精装修,龙湖舜山府三期四组团,渝北,照母山,无
6室3厅4卫,256.93,26856,东,底层地上层数（共4层）,精装修,奥山九期融创博爵堡,渝北,汽博中心,2010
3室2厅2卫,175,20000,南北,高层（共30层）,豪华装修,棕榈泉国际花园,渝北,人和,2013
3室2厅1卫,98.91,15165,南北,高层（共34层）,精装修,两江壹號,南岸,南滨路,2011
3室2厅2卫,95.92,10008,西南,低层（共18层）,简装修,金科博翠园,南岸,茶园新区,2017
3室2厅2卫,90,17556,南,中层（共8层）,精装修,万科璞园,渝北,中央公园,2020
2室2厅3卫,55,17273,南北,中层（共49层）,精装修,光大控股朝天门中心,渝中,朝天门,2022
3室2厅2卫,107.88,14831,北,中层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
3室2厅2卫,63,15556,南,低层（共13层）,毛坯,金科东原青溪林,沙坪坝,磁器口,2023
5室2厅3卫,222.43,26930,东北,中层（共10层）,精装修,龙湖宸峯,渝北,礼嘉,有
4室2厅2卫,161.45,15175,东南,中层（共12层）,精装修,北大资源紫境府,南岸,南岸其他,2017
4室1厅2卫,166.52,19217,东南,中层（共42层）,简装修,中国铁建西派城,江北,海尔路,2020
3室2厅1卫,90.4,17146,北,高层（共48层）,精装修,世茂茂悦府,渝北,照母山,有
3室2厅2卫,90.4,18584,东北,中层（共48层）,精装修,世茂茂悦府,渝北,照母山,有
3室2厅2卫,97,15258,南,中层（共18层）,精装修,寻光沙磁,沙坪坝,磁器口,2020
3室1厅1卫,71.52,18177,东南,低层（共35层）,精装修,龙湖春森彼岸,江北,北滨路,2018
7室3厅7卫,471,48832,南,底层地上层数（共3层）,毛坯,华侨城天澜美墅,渝北,礼嘉,2018
3室2厅2卫,95.45,11315,南,中层（共31层）,精装修,蓝溪谷地,沙坪坝,梨树湾,无
4室2厅3卫,199,23015,南北,中层（共29层）,豪华装修,阳光城天澜道11号,江北,江北嘴,2021
5室2厅3卫,190.13,30505,东南,高层（共8层）,毛坯,香港置地壹号半岛,渝北,照母山,有
4室2厅2卫,126,18651,东,高层（共29层）,精装修,长嘉汇四期,南岸,涂山路,无
2室2厅1卫,64.43,19090,东,低层（共33层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,2019
2室2厅2卫,100,13300,南,中层（共32层）,精装修,珠江太阳城A区,江北,北滨路,无
3室2厅2卫,117,19744,东,高层（共56层）,精装修,万科翡翠云阶,渝中,化龙桥,2018
3室2厅3卫,158.2,20544,南,顶层地上层数（共3层）,精装修,华宇御澜湾,渝北,礼嘉,
4室2厅3卫,176.36,32887,西北,底层（共8层）,精装修,香港置地壹江郡三期,渝北,大竹林,有
3室2厅1卫,112,15000,北,低层（共40层）,精装修,恒大中央广场,江北,江北嘴,无
3室2厅2卫,99,13636,南,低层（共18层）,毛坯,焕城,大渡口,茄子溪,2022
4室2厅2卫,105.01,13037,北,低层（共33层）,精装修,北大资源·燕南,九龙坡,大堰,无
2室2厅1卫,71.23,10529,北,中层（共32层）,精装修,光华可乐小镇,江北,南桥寺,有
4室2厅2卫,139.41,11979,南,中层（共18层）,毛坯,保利堂悦薇园,南岸,茶园新区,2020
4室2厅2卫,129.17,19741,东,顶层地上层数（共3层）,精装修,华宇御澜湾,渝北,礼嘉,
3室2厅2卫,95.46,14247,西北,低层（共18层）,精装修,恒大照母山山水城,渝北,照母山,无
3室2厅2卫,99,18182,南北,中层（共33层）,精装修,长嘉汇朗峯,南岸,南滨路,2021
3室2厅1卫,89.64,17459,西南,中层（共26层）,精装修,恒大世纪城北苑,渝北,照母山,无
3室2厅2卫,143.94,17229,西南,低层（共47层）,精装修,寰宇天下天擎,江北,江北嘴,有
4室2厅2卫,115.79,13386,南,高层（共33层）,精装修,财信北岸江山北区,江北,北滨路,有
3室2厅3卫,319.98,23439,东,低层（共47层）,精装修,重庆来福士,渝中,朝天门,无
4室3厅4卫,365,22603,西,中层（共36层）,豪华装修,融创玖玺台,南岸,铜元局,2014
2室2厅1卫,62.48,17286,南,低层（共32层）,精装修,煌华晶萃城,江北,观音桥,2020
5室2厅3卫,364,20879,东,底层地上层数（共3层）,毛坯,约克郡翠薇堤,渝北,照母山,2015
5室2厅4卫,320.17,20677,西,底层地上层数（共3层）,毛坯,中交中央公园别墅,渝北,中央公园,2019
2室2厅1卫,83.99,14287,南,低层（共26层）,精装修,东原D7区,江北,大石坝,无
2室2厅1卫,88.06,26913,东南,中层（共43层）,精装修,江北嘴壹号院西苑,江北,江北嘴,有
3室2厅2卫,107,20093,南,底层（共18层）,精装修,龙湖紫都城,渝北,冉家坝,有
4室2厅2卫,142,22535,东,中层（共7层）,精装修,香港置地·天湖屿,渝北,大竹林,无
4室2厅2卫,143,20000,南,中层（共6层）,精装修,中央公园悦府,渝北,中央公园,2020
4室2厅2卫,116,15948,南,底层（共8层）,简装修,荣盛华府一期,南岸,茶园新区,2017
3室2厅1卫,109.97,13640,南,低层（共33层）,精装修,万科城,渝北,照母山,2018
3室2厅1卫,100,13500,北,高层（共33层）,中装修,国兴北岸江山,江北,北滨路,无
4室2厅3卫,137,12336,南,底层地上层数（共3层）,毛坯,南方玫瑰城恋湖,渝北,回兴,2020
3室2厅2卫,129,17054,东,中层（共5层）,精装修,天骄公园一期,渝北,大竹林,无
4室3厅3卫,221,27602,南,中层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
4室0厅2卫,147,14966,南北,中层（共7层）,精装修,中交中央公园悦颂,渝北,中央公园,无
4室2厅2卫,114.61,13576,南,顶层（共8层）,简装修,荣盛华府一期,南岸,茶园新区,2018
3室2厅2卫,131.94,22207,东西,中层（共9层）,精装修,万科御澜道·滨江组团,江北,江北嘴,无
4室2厅2卫,145,17034,东,高层（共52层）,精装修,恒大御龙天峰,江北,北滨路,无
5室2厅4卫,204.18,28406,西北,中层（共7层）,精装修,香港置地壹江郡,渝北,大竹林,有
3室2厅2卫,101,12475,东,中层（共41层）,毛坯,东原旭辉江山樾,渝北,礼嘉,有
4室2厅3卫,339.68,16192,南,底层地上层数（共1层）,精装修,公园大道上府,渝北,中央公园,
4室2厅3卫,157,14395,南,中层（共23层）,毛坯,中伦金海岸,渝北,大竹林,2022
4室2厅3卫,142.34,18898,南,中层（共4层）,精装修,融创康桥融府,渝北,照母山,2017
6室2厅4卫,190.27,32480,东南,顶层（共8层）,精装修,约克郡壹号湖畔,渝北,照母山,无
3室2厅2卫,84,10595,南,高层（共14层）,精装修,美好·天赋,江北,寸滩,2023
3室2厅2卫,127,13772,东,高层（共11层）,精装修,龙湖西苑,渝北,加州新牌坊,无
5室2厅3卫,190.13,26561,西南,中层（共8层）,精装修,香港置地壹号半岛,渝北,照母山,无
4室2厅2卫,182,20879,东,高层（共39层）,精装修,万科御澜道·滨江组团,江北,江北嘴,无
3室2厅1卫,83.14,13712,南,中层（共33层）,精装修,国奥村,江北,石马河,有
4室2厅2卫,136.88,15488,西,高层（共32层）,精装修,铂悦澜庭,南岸,弹子石,无
2室2厅1卫,82.86,18948,东,高层（共48层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,2020
4室2厅2卫,143,20979,南,底层（共8层）,毛坯,华润置地悦府,九龙坡,谢家湾,2019
2室2厅1卫,79.88,16900,南,低层（共16层）,精装修,龙湖昱湖壹号燃界,渝北,礼嘉,有
3室2厅2卫,118.63,18292,南,低层（共33层）,豪华装修,国兴北岸江山,江北,北滨路,无
3室2厅2卫,99,8384,南,低层（共8层）,毛坯,首钢铂鹭风华,渝北,空港,2022
3室2厅2卫,129.49,12202,东,低层（共32层）,中装修,鲁能星城十一街区,渝北,龙头寺,2007
3室2厅2卫,93,16667,东北,低层（共32层）,精装修,象屿两江公元,渝北,照母山,无
2室2厅1卫,88.24,13373,西北,中层（共33层）,中装修,华润中央公园,江北,鸿恩寺,无
3室2厅3卫,102,17647,南,底层（共14层）,精装修,金科东方雅郡,渝北,人和,有
4室2厅2卫,143.35,22183,南,顶层（共10层）,简装修,林山郡,渝北,礼嘉,无
3室2厅2卫,101,19010,南,低层（共48层）,中装修,鲁能星城六街区,渝北,龙头寺,2012
3室2厅2卫,98.92,12333,南,低层（共19层）,精装修,鸿府锦上,渝北,农业园区,有
4室2厅2卫,134,20746,西南,中层（共13层）,精装修,十里长江,南岸,南滨路,2020
2室2厅2卫,71,11268,南北,中层（共18层）,毛坯,中梁海成南山云璟,南岸,学府大道,2022
4室2厅2卫,150,13000,南,低层（共33层）,精装修,华润中央公园,江北,鸿恩寺,有
2室2厅1卫,75,10000,南,高层（共32层）,中装修,升伟新时空二期,沙坪坝,凤天路,无
3室2厅2卫,198.25,21690,西北,低层（共28层）,精装修,阳光100喜马拉雅,南岸,南滨路,有
3室2厅2卫,100,8200,南北,中层（共17层）,毛坯,花溪御府,巴南,李家沱,2020
3室2厅2卫,97.8,14826,南,高层（共34层）,豪华装修,安泰城市理想,渝北,冉家坝,2016
3室2厅2卫,178.79,25729,南,底层（共1层）,精装修,碧桂园中俊天玺,渝北,照母山,无
3室2厅2卫,108,15741,南,底层（共8层）,毛坯,首创禧瑞山河,南岸,茶园新区,2021
3室2厅1卫,83.66,15898,西,高层（共47层）,豪华装修,东原旭辉江山樾,渝北,礼嘉,有
3室2厅1卫,91.84,10017,南北,低层（共32层）,精装修,同天观云邸,九龙坡,巴国城,2010
4室2厅2卫,143,16014,南北,中层（共32层）,精装修,中交中央公园,渝北,中央公园,2022
3室1厅1卫,112.81,15779,西,低层（共48层）,精装修,紫御江山,江北,江北嘴,无
4室2厅2卫,210.53,12587,南,中层（共32层）,精装修,棕榈泉悦江国际B区,渝北,悦来,有
4室2厅3卫,157,11401,南,高层（共6层）,毛坯,南方公园美墅,渝北,回兴,2020
4室2厅2卫,144.61,8298,东,高层（共29层）,精装修,黄金堡学府小区,渝北,加州新牌坊,无
4室2厅2卫,143,13287,东,低层（共43层）,精装修,恒大中央广场,江北,江北嘴,有
3室2厅2卫,112.98,12126,南,高层（共33层）,精装修,绿地新里樱园,江北,寸滩,无
2室2厅1卫,78.86,13949,北,中层（共32层）,精装修,恒大照母山山水城,渝北,照母山,无
3室2厅2卫,137,14124,东北,高层（共33层）,豪华装修,长安锦绣城,渝北,加州新牌坊,无
8室3厅5卫,980,26531,东,底层地上层数（共3层）,毛坯,首钢美利山别墅,渝北,汽博中心,2014
3室2厅2卫,91,17582,西,低层（共26层）,精装修,康德国际,渝中,大坪,无
3室2厅2卫,129.49,15677,东,高层（共32层）,精装修,鲁能星城十一街区,渝北,龙头寺,2009
2室2厅2卫,92.55,12858,西,低层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
5室2厅3卫,83.99,32147,东南,顶层（共11层）,精装修,协信春山台,渝北,照母山,无
2室2厅1卫,64.2,15717,西北,低层（共32层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,无
4室2厅2卫,110,13636,南,高层（共15层）,毛坯,常青藤·湖上初晴,渝北,农业园区,2021
3室2厅1卫,83.66,12670,南,低层（共47层）,精装修,东原旭辉江山樾,渝北,礼嘉,无
2室2厅1卫,73.86,18549,北,低层（共31层）,精装修,融景城尚峰,江北,建东路,有
5室2厅4卫,374.52,58742,南,底层地上层数（共3层）,毛坯,龙湖香樟林别墅,渝北,加州新牌坊,2001
4室2厅3卫,167,16168,南,高层（共32层）,豪华装修,招商江湾城,江北,北滨路,无
4室2厅2卫,142,17254,南北,高层（共8层）,精装修,龙湖开元晶蓝一期,沙坪坝,西永,无
4室2厅3卫,218.7,21491,东南,低层（共11层）,精装修,紫御江山,江北,江北嘴,无
3室2厅2卫,120,15833,西南,中层（共33层）,精装修,国兴北岸江山,江北,北滨路,2017
4室2厅3卫,176,22614,南,中层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
4室2厅2卫,152,25197,东北,高层（共8层）,精装修,约克郡阅林景悦,渝北,照母山,2019
4室2厅2卫,128.6,12675,东,低层（共28层）,精装修,融创江南融府,南岸,南岸其他,2018
4室0厅2卫,147,14966,南北,中层（共7层）,精装修,中交中央公园悦颂,渝北,中央公园,无
3室2厅1卫,81.08,16650,南,高层（共33层）,精装修,融景城朗峰,江北,建东路,无
3室2厅2卫,127,19528,南,中层（共33层）,精装修,财信北岸江山北区,江北,北滨路,无
4室2厅2卫,135.67,13636,南北,高层（共32层）,精装修,鲁能星城十一街区,渝北,龙头寺,2007
3室2厅2卫,150.31,26612,西南,高层（共53层）,豪华装修,长嘉汇五期,南岸,涂山路,无
4室3厅4卫,269.15,23035,东,底层地上层数（共3层）,精装修,龙湖蓝湖郡东岸,渝北,鸳鸯,2017
4室2厅2卫,137.64,11261,南北,中层（共8层）,毛坯,龙湖西宸原著,沙坪坝,大学城,有
4室2厅2卫,375,22667,南,底层地上层数（共3层）,毛坯,保利国际高尔夫花园别墅,渝北,汽博中心,2006
5室2厅4卫,256.07,27336,东,底层（共7层）,精装修,龙湖舜山府二期,渝北,照母山,无
3室2厅1卫,121.71,17172,西北,低层（共32层）,精装修,龙湖春森彼岸,江北,北滨路,无
4室2厅1卫,310,18065,东,底层地上层数（共3层）,简装修,协信彩云湖1号,九龙坡,巴国城,2010
4室2厅2卫,149.07,22607,东南,低层（共48层）,精装修,长嘉汇四期,南岸,涂山路,无
4室2厅3卫,176,20909,南,中层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
3室2厅2卫,87,12989,南北,中层（共17层）,毛坯,中国铁建西派宸樾,大渡口,九宫庙,2022
4室2厅2卫,168.99,15918,南,中层（共22层）,精装修,公园大道上宸,渝北,中央公园,无
3室2厅2卫,98.43,15036,南,高层（共18层）,精装修,锦上华庭观苑,渝北,加州新牌坊,2018
4室2厅3卫,161.74,20094,南,底层（共6层）,精装修,绿地海外滩,江北,鸿恩寺,无
6室3厅3卫,412.72,15265,南,底层地上层数（共4层）,精装修,融创凡尔赛花园一期别墅,渝北,照母山,
4室2厅2卫,169,14793,南北,高层（共32层）,毛坯,重庆洺悦府,江北,大石坝,2022
2室1厅1卫,51.13,13691,西南,中层（共31层）,中装修,金科公园王府,渝北,龙头寺,2014
3室2厅2卫,109.84,17753,西北,高层（共46层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,无
4室2厅3卫,137,11533,南北,低层（共3层）,毛坯,新山和悦,渝北,回兴,2021
2室2厅1卫,80.09,13610,东,高层（共31层）,中装修,首创鸿恩国际生活区,江北,鸿恩寺,有
4室2厅2卫,144.5,20969,东,底层地上层数（共2层）,精装修,东原旭辉江山樾别墅,渝北,礼嘉,
3室2厅2卫,351.18,11390,南,底层地上层数（共1层）,精装修,龙湖九里晴川别墅,渝北,礼嘉,2018
3室2厅2卫,95,13684,南,高层（共5层）,毛坯,新山和悦,渝北,回兴,2019
3室2厅2卫,116.64,13203,南北,顶层（共29层）,精装修,鲁能星城七街区,渝北,龙头寺,2007
4室2厅2卫,133.36,12133,南,低层（共12层）,简装修,荣盛华府二期,南岸,茶园新区,2017
3室2厅2卫,117.13,19636,北,高层（共45层）,豪华装修,中海紫御江山熙岸,江北,江北嘴,无
2室2厅1卫,84,16190,南,高层（共48层）,精装修,世茂茂悦府,渝北,照母山,有
4室2厅2卫,110.75,17156,南,中层（共30层）,精装修,保利观澜,江北,江北嘴,2016
3室2厅2卫,100.28,17252,东北,中层（共19层）,精装修,龙湖昱湖壹号铂岸,渝北,礼嘉,无
2室2厅1卫,84.2,16033,北,高层（共30层）,精装修,鲁能星城一街区,渝北,龙头寺,2005
3室2厅1卫,89,18539,南,高层（共15层）,毛坯,中粮天悦壹号,江北,石马河,2022
4室2厅2卫,142,16197,南,高层（共30层）,精装修,公园大道菁澜一组团,渝北,中央公园,无
3室2厅1卫,77,14312,北,中层（共26层）,精装修,中国铁建万国城,南岸,茶园新区,2017
3室2厅2卫,90,16000,西北,中层（共13层）,毛坯,国浩·白屿林,渝北,中央公园,2023
3室2厅2卫,147,21769,南北,中层（共30层）,精装修,长嘉汇朗峯,南岸,南滨路,2022
4室2厅2卫,195.3,18433,东,中层（共18层）,毛坯,龙湖昱湖壹号萃峯,渝北,礼嘉,无
3室2厅1卫,97.87,9707,东,中层（共33层）,精装修,北辰悦来壹号璟悦,渝北,悦来,无
4室2厅2卫,192.71,20757,南,高层（共18层）,精装修,龙湖·尘林间,渝北,照母山,无
2室2厅1卫,63,11270,东,高层（共30层）,精装修,太阳园,渝北,冉家坝,无
4室2厅2卫,160.13,29663,南,顶层（共6层）,豪华装修,国美江天御府,江北,北滨路,无
5室3厅6卫,572,13287,南,底层地上层数（共6层）,毛坯,融创玫瑰园,渝北,礼嘉,2017
4室2厅2卫,156.67,13723,南北,高层（共18层）,毛坯,中伦金海岸,渝北,大竹林,2017
3室2厅3卫,177,25424,南,中层（共26层）,精装修,寰宇天下,江北,江北嘴,无
3室2厅2卫,90,15756,南,高层（共8层）,毛坯,越秀悦映湖山,渝北,中央公园,2022
3室2厅1卫,77.81,9896,东南,中层（共39层）,毛坯,融创国博领馆,渝北,悦来,有
3室2厅2卫,112.44,12896,东,高层（共31层）,毛坯,华侨城云溪别院一期,渝北,礼嘉,无
4室2厅3卫,238,18067,西北,低层（共39层）,精装修,中海天钻,江北,五里店,无
3室2厅2卫,132.49,17133,西南,高层（共9层）,精装修,洋丰圣乔维斯,渝北,照母山,无
4室2厅3卫,139,17266,南,中层（共5层）,毛坯,北辰·香麓,渝北,中央公园,2020
2室1厅1卫,82,14024,东北,低层（共33层）,精装修,长安锦绣城,渝北,加州新牌坊,2018
3室1厅1卫,90,12778,东,高层（共24层）,精装修,恒大照母山山水城,渝北,照母山,无
3室2厅2卫,143.9,17026,南,高层（共46层）,精装修,融景城澜岸,江北,北滨路,无
2室2厅2卫,96.74,14782,北,中层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
3室2厅2卫,125,22720,北,高层（共50层）,精装修,万科重庆天地翡翠天麓,渝中,化龙桥,2018
3室2厅2卫,96.01,10520,西南,低层（共32层）,精装修,华融现代城,江北,寸滩,无
3室2厅2卫,99.78,18841,南,中层（共31层）,精装修,凯德九章,渝北,冉家坝,2023
3室2厅2卫,380,49684,南北,高层（共47层）,豪华装修,重庆来福士,渝中,朝天门,2020
4室2厅3卫,133,20677,西,底层（共2层）,精装修,江山樾二期,渝北,礼嘉,有
4室2厅5卫,201,13831,南,底层地上层数（共1层）,精装修,逸翠庄园,渝北,汽博中心,2010
6室2厅4卫,190.27,32480,东南,顶层（共8层）,精装修,约克郡壹号湖畔,渝北,照母山,无
3室2厅2卫,112.91,13108,东南,低层（共31层）,毛坯,华侨城天际湾B区,渝北,礼嘉,无
4室2厅3卫,186,17634,西南,低层（共44层）,豪华装修,中国铁建西派城,江北,海尔路,有
2室1厅1卫,58,15086,西,中层（共33层）,精装修,V8区,渝中,大坪,2013
3室2厅2卫,85.92,12803,东,低层（共28层）,精装修,保利江上明珠拾年,江北,鸿恩寺,2018
2室2厅1卫,73.9,14344,南北,中层（共30层）,毛坯,罗宾森尚城华府,渝中,两路口,2022
3室1厅3卫,183.05,14204,东南,中层（共30层）,毛坯,洋世达南滨特区,南岸,南坪东路,2018
5室2厅5卫,248.09,23701,东,底层地上层数（共3层）,豪华装修,世茂茂悦府别墅,渝北,照母山,2016
3室2厅1卫,77,11818,南,低层（共33层）,精装修,北辰·悦来壹号,渝北,悦来,2019
2室2厅1卫,76.95,9097,南,低层（共22层）,毛坯,嘉悦江庭,渝北,悦来,有
2室2厅1卫,83,15904,北,中层（共32层）,精装修,中渝山顶道国宾城,渝北,加州新牌坊,2013
6室2厅6卫,364.65,13706,东,底层地上层数（共3层）,简装修,庆隆南山高尔夫国际社区柏翠庄,南岸,茶园新区,2010
3室2厅2卫,128.77,17085,南,中层（共20层）,精装修,恒大世纪城北苑,渝北,照母山,无
5室2厅4卫,273.69,25028,南,底层地上层数（共3层）,精装修,比华利豪园,渝北,龙头寺,2017
2室2厅1卫,81.58,13484,北,低层（共26层）,精装修,龙湖江与城薇澜岸,渝北,大竹林,无
5室3厅3卫,229.72,20373,南,低层（共29层）,精装修,公园大道上峯,渝北,中央公园,无
3室2厅2卫,138.38,25654,南,底层（共7层）,精装修,香港置地壹江郡,渝北,大竹林,2020
4室2厅2卫,131.6,17857,南,高层（共33层）,精装修,约克郡.禧悦,渝北,照母山,无
3室2厅2卫,113.69,14513,南北,低层（共14层）,精装修,鲁能星城一街区,渝北,龙头寺,2005
3室2厅2卫,120,25000,北,低层（共45层）,豪华装修,寰宇天下天玺,江北,江北嘴,无
4室2厅2卫,142.25,14974,南,中层（共48层）,精装修,恒大中央广场,江北,江北嘴,无
2室2厅1卫,71,9437,南,中层（共13层）,精装修,江南万科城,巴南,巴南其他,2023
2室2厅1卫,59,11186,南,中层（共33层）,精装修,北辰悦来壹号璟悦,渝北,悦来,有
2室2厅1卫,85.69,23573,南北,高层（共33层）,精装修,龙湖春森彼岸,江北,北滨路,2012
4室2厅2卫,130,18308,南,低层（共8层）,毛坯,龙湖两江新宸云澜,渝北,礼嘉,有
3室2厅2卫,218,16651,南北,低层（共36层）,简装修,融创玖玺台,南岸,铜元局,2014
4室2厅3卫,190.91,17809,东南,中层（共11层）,毛坯,紫御江山,江北,江北嘴,有
3室2厅2卫,138,15217,南,高层（共32层）,精装修,鲁能星城八街区,渝北,龙头寺,2007
2室2厅1卫,77.84,13618,北,低层（共34层）,精装修,金科十年城西区,江北,石马河,无
2室2厅1卫,86,16977,西,中层（共32层）,精装修,恒大中央广场,江北,江北嘴,2017
4室2厅4卫,176.45,20402,西,顶层（共8层）,精装修,香港置地壹江郡三期,渝北,大竹林,有
5室2厅4卫,204.18,28406,西北,中层（共7层）,精装修,香港置地壹江郡,渝北,大竹林,有
4室2厅3卫,170.76,17510,南,中层（共8层）,精装修,保利山庄梧桐,江北,鸿恩寺,无
5室2厅2卫,272.75,15692,西北,低层（共42层）,精装修,中国铁建西派城,江北,海尔路,无
5室2厅4卫,250.66,39496,东南,中层（共31层）,精装修,寰宇天下,江北,江北嘴,无
4室2厅2卫,154.74,19387,西南,中层（共41层）,精装修,融景城馨苑,江北,建东路,无
5室3厅3卫,382.15,18317,南,底层地上层数（共1层）,精装修,约克郡壹号湖畔别墅,渝北,照母山,
3室2厅2卫,99,10000,南北,底层（共7层）,毛坯,光明拾光里MOMΛ,渝北,空港,2022
3室2厅2卫,112.28,15230,南北,中层（共18层）,精装修,鲁能星城一街区,渝北,龙头寺,2005
3室2厅1卫,103,18932,西南,低层（共18层）,精装修,中海阅江阁,南岸,南滨路,无
2室1厅1卫,82.55,12235,南,高层（共28层）,精装修,恒大照母山山水城,渝北,照母山,无
4室2厅2卫,146,14384,南,顶层（共8层）,精装修,万科悦湾,江北,石马河,2018
3室2厅2卫,119.88,16183,西北,低层（共28层）,精装修,恒大世纪城北苑,渝北,照母山,无
3室2厅2卫,120,18917,南,低层（共33层）,毛坯,两岸风华,南岸,弹子石,2022
3室2厅1卫,81.08,16650,南,高层（共33层）,精装修,融景城朗峰,江北,建东路,无
6室3厅6卫,328.36,39895,南,底层（共1层）,豪华装修,嘉凯城北麓官邸,江北,鸿恩寺,有
6室3厅3卫,412,41262,东,底层地上层数（共3层）,毛坯,棕榈泉国际花园别墅,渝北,人和,2009
2室2厅2卫,71,11268,南北,中层（共18层）,毛坯,中梁海成南山云璟,南岸,学府大道,2022
6室3厅5卫,400.44,35711,西,高层（共32层）,精装修,长嘉汇五期,南岸,涂山路,2020
2室2厅1卫,64.2,15717,西北,低层（共32层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,有
2室2厅1卫,79,12911,东,低层（共32层）,中装修,融侨城二期花样派,南岸,铜元局,无
2室2厅1卫,80.44,17777,东南,低层（共29层）,精装修,恒大世纪城北苑,渝北,照母山,无
3室2厅1卫,85,9059,南,高层（共17层）,精装修,金地自在城,九龙坡,华岩新城,2023
4室3厅3卫,267,19026,南北,中层（共15层）,毛坯,鲁能星城外滩,江北,寸滩,2021
4室2厅2卫,170.5,15249,南北,中层（共13层）,毛坯,融创碧桂园望江府住宅,渝北,悦来,2019
3室2厅1卫,78.12,16641,北,低层（共30层）,精装修,北大资源博雅四期,渝北,照母山,有
4室2厅3卫,201.12,15165,东北,高层（共42层）,精装修,珊瑚水岸二期,南岸,南滨路,无
3室2厅2卫,99.01,11514,南,低层（共28层）,精装修,渝铁家苑,渝北,龙头寺,无
3室2厅2卫,104,17115,南,低层（共56层）,精装修,龙湖春森彼岸,江北,北滨路,2018
3室2厅2卫,125,22720,北,高层（共50层）,精装修,万科重庆天地翡翠天麓,渝中,化龙桥,无
3室2厅2卫,99.22,18142,西,高层（共26层）,精装修,金科时代中心,渝北,照母山,有
4室2厅2卫,142,13380,东,低层（共48层）,精装修,恒大中央广场,江北,江北嘴,无
3室2厅2卫,115.2,16146,南,高层（共33层）,精装修,国兴北岸江山,江北,北滨路,有
4室2厅3卫,176,22614,南,中层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
3室2厅2卫,104,17115,南,低层（共56层）,精装修,龙湖春森彼岸,江北,北滨路,无
3室2厅2卫,134,15075,北,低层（共66层）,精装修,恒大御龙天峰,江北,北滨路,无
1室2厅1卫,89.69,29435,东南,中层（共47层）,精装修,重庆来福士,渝中,朝天门,无
7室3厅6卫,302.94,26408,东,底层地上层数（共3层）,精装修,高山流水别墅,南岸,南山,2017
3室2厅2卫,97.53,19276,东南,中层（共39层）,精装修,保利观澜三期,江北,江北嘴,2018
3室2厅2卫,132.69,15450,南,中层（共8层）,精装修,恒大华府,渝北,照母山,无
4室2厅2卫,136.84,16077,西北,高层（共30层）,精装修,铂悦澜庭,南岸,弹子石,无
3室2厅2卫,97,11546,东南,低层（共24层）,精装修,中交中央公园悦颂,渝北,中央公园,无
